"Submission.id","Participant.id","Status","Custom.study.tncs.accepted.at","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status"
"698e0d0d043be69f07b77816","67ddf7048bb4a1eb57c71031","AWAITING REVIEW","Not Applicable","2026-02-12T17:32:20.279000Z","2026-02-12T18:36:35.468000Z",NA,"2026-02-12T18:37:49.574250Z",3856,"NOCODE",1949,"39","Male","White","United States","United States","United States","English","No","Full-Time"
"698e0d4c98f2106882d2ec6b","617323e630f3fa36361cb35b","AWAITING REVIEW","Not Applicable","2026-02-12T17:26:40.691000Z","2026-02-12T17:46:42.158000Z",NA,"2026-02-12T17:46:42.500454Z",1202,"CWLQFHAM",8585,"55","Female","White","United States","United States","United States","English","No","Full-Time"
"698e0d51e300501eaa785176","5ad7835e9c198c0001fad31a","AWAITING REVIEW","Not Applicable","2026-02-12T17:35:14.121000Z","2026-02-12T18:05:51.016000Z",NA,"2026-02-12T18:05:51.527064Z",1837,"CWLQFHAM",2672,"37","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
"698e0d8150a54e3e4dd5b9ed","616c056b42e788ef31efc4b0","AWAITING REVIEW","Not Applicable","2026-02-12T17:27:33.459000Z","2026-02-12T17:56:24.943000Z",NA,"2026-02-12T17:56:25.299920Z",1732,"CWLQFHAM",10035,"41","Female","Asian","United States","United States","United States","English","No","Full-Time"
"698e0d8c2e9a686542cb12d8","5c1827dbebe9950001752e40","AWAITING REVIEW","Not Applicable","2026-02-12T17:27:44.120000Z","2026-02-12T17:45:47.846000Z",NA,"2026-02-12T17:45:48.189794Z",1084,"CWLQFHAM",4520,"34","Male","White","United States","United States","United States","English","No","Full-Time"
"698e0de9b4dcf8a3af4a9414","66cd40ce9bb246e2dc55429e","AWAITING REVIEW","Not Applicable","2026-02-12T17:29:17.273000Z","2026-02-12T17:49:12.180000Z",NA,"2026-02-12T17:49:12.584241Z",1195,"CWLQFHAM",1163,"35","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e0df828e87679d144bcfc","6764cce7a10cc8e279651a57","AWAITING REVIEW","Not Applicable","2026-02-12T17:29:35.621000Z","2026-02-12T18:30:44.712000Z",NA,"2026-02-12T18:30:45.082443Z",3670,"CWLQFHAM",5535,"31","Male","White","United States","United States","United States","English","Yes","Full-Time"
"698e0e4e8fe107d625a21eab","682634b74da614d118d7990e","AWAITING REVIEW","Not Applicable","2026-02-12T17:30:59.648000Z","2026-02-12T17:56:38.883000Z",NA,"2026-02-12T17:56:39.235962Z",1540,"CWLQFHAM",2178,"28","Male","White","United States","United States","United States","English","No","Full-Time"
"698e0e6435cb932ad7c990af","654d03ec6d9ed752946923cd","AWAITING REVIEW","Not Applicable","2026-02-12T17:31:20.576000Z","2026-02-12T18:21:44.817000Z",NA,"2026-02-12T18:21:45.177264Z",3025,"CWLQFHAM",697,"52","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e0e8caa9d7da27e7e3253","5e7a2ccd69a7770604dfb352","AWAITING REVIEW","Not Applicable","2026-02-12T17:32:00.131000Z","2026-02-12T17:50:32.556000Z",NA,"2026-02-12T17:50:32.914153Z",1113,"CWLQFHAM",13556,"52","Female","White","United States","United States","United States","English","No","Part-Time"
"698e0f298b0d3461667c01d0","694171da571767ed46eee2b0","AWAITING REVIEW","Not Applicable","2026-02-12T17:34:36.802000Z","2026-02-12T17:55:26.548000Z",NA,"2026-02-12T17:55:26.944020Z",1250,"CWLQFHAM",758,"48","Female","White","United States","United States","United States","English","No","Other"
"698e0f46fbe01086af049ad5","64badb09518eb5b219132eea","AWAITING REVIEW","Not Applicable","2026-02-12T17:35:07.816000Z","2026-02-12T17:57:07.607000Z",NA,"2026-02-12T17:57:07.989412Z",1320,"CWLQFHAM",4826,"44","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e0fbdda2c7ae8bd17a307","5f0a686635f72917e94c7a63","AWAITING REVIEW","Not Applicable","2026-02-12T17:37:53.720000Z","2026-02-12T18:05:02.900000Z",NA,"2026-02-12T18:05:03.240445Z",1630,"CWLQFHAM",8753,"45","Female","Other","United States","United States","United States","English","No","Full-Time"
"698e103434ea9091f1698b0e","606cf604adbb6982bb382881","AWAITING REVIEW","Not Applicable","2026-02-12T17:39:07.106000Z","2026-02-12T18:01:49.882000Z",NA,"2026-02-12T18:01:50.648836Z",1363,"CWLQFHAM",10250,"40","Male","White","United States","United States","United States","English","No","Full-Time"
"698e1037c1fbc02cff730ec4","66e9a6cf278a9806ebe7bd0b","AWAITING REVIEW","Not Applicable","2026-02-12T17:39:39.198000Z","2026-02-12T17:59:50.593000Z",NA,"2026-02-12T17:59:50.942046Z",1212,"CWLQFHAM",3471,"36","Male","White","United States","United States","United States","English","No","Full-Time"
"698e105211e96b500f6f5ea2","697b8c64c1a826a7de68e7ae","AWAITING REVIEW","Not Applicable","2026-02-12T17:39:38.279000Z","2026-02-12T18:05:23.885000Z",NA,"2026-02-12T18:05:24.221160Z",1546,"CWLQFHAM",148,"64","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
"698e1071ca23b5b74859b5b3","65c12f748c1ed7690f805fb4","AWAITING REVIEW","Not Applicable","2026-02-12T17:40:32.495000Z","2026-02-12T18:04:23.829000Z",NA,"2026-02-12T18:04:24.240567Z",1432,"CWLQFHAM",1635,"59","Male","White","United States","United States","United States","English","No","Full-Time"
"698e10af6c0bc28f2b0ca5cc","615914a33224dc31f1045612","AWAITING REVIEW","Not Applicable","2026-02-12T17:41:10.153000Z","2026-02-12T18:08:51.874000Z",NA,"2026-02-12T18:08:52.218223Z",1662,"CWLQFHAM",10512,"65","Male","White","United States","United States","United States","English","No","Full-Time"
"698e10d7fe595dd6ac9e6603","675cb36b51ef22e70c4da7e2","TIMED-OUT","Not Applicable","2026-02-12T17:42:13.222000Z","",NA,"2026-02-13T15:06:22.363303Z",77050,"",3632,"57","Female","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e115251dcfc8ce4421876","66a02d45a7db35d93c9f6a81","AWAITING REVIEW","Not Applicable","2026-02-12T17:43:50.393000Z","2026-02-12T18:06:56.964000Z",NA,"2026-02-12T18:06:57.317356Z",1387,"CWLQFHAM",6172,"27","Male","White","United States","United States","United States","English","Yes","Full-Time"
"698e118aa1173a47c43a8350","5ac5a9a9f69e940001d984b5","AWAITING REVIEW","Not Applicable","2026-02-12T17:44:45.444000Z","2026-02-12T18:02:48.874000Z",NA,"2026-02-12T18:02:49.226862Z",1084,"CWLQFHAM",7185,"47","Male","White","United States","United States","United States","English","No","Part-Time"
"698e118dad1939e3c80d6cd0","6717f0ac88d9f27d9b79af31","AWAITING REVIEW","Not Applicable","2026-02-12T17:44:48.268000Z","2026-02-12T18:03:37.426000Z",NA,"2026-02-12T18:03:37.816390Z",1130,"CWLQFHAM",2136,"50","Female","White","United States","United States","United States","English","No","Full-Time"
"698e1191c31099f41b10af03","6676de84b74db82737117749","AWAITING REVIEW","Not Applicable","2026-02-12T17:44:58.038000Z","2026-02-12T18:12:23.904000Z",NA,"2026-02-12T18:12:24.306333Z",1646,"CWLQFHAM",1798,"71","Male","White","Brazil","United States","United States","Portuguese","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
"698e11a1d2c7ea041ac70eed","612962f44f151ddfd0298c52","AWAITING REVIEW","Not Applicable","2026-02-12T17:45:11.611000Z","2026-02-12T18:08:15.526000Z",NA,"2026-02-12T18:08:15.903478Z",1384,"CWLQFHAM",14772,"65","Male","White","United States","United States","United States","English","No","Full-Time"
"698e11a324e5a851ed2380cb","667871d17d7fdf0358f82a28","AWAITING REVIEW","Not Applicable","2026-02-12T17:45:11.419000Z","2026-02-12T18:04:01.901000Z",NA,"2026-02-12T18:04:02.287926Z",1131,"CWLQFHAM",9611,"46","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e11ad4fdb02083b3ad20e","696171405853fc35f15a4872","AWAITING REVIEW","Not Applicable","2026-02-12T17:45:21.370000Z","2026-02-12T18:07:23.192000Z",NA,"2026-02-12T18:07:23.538333Z",1322,"CWLQFHAM",110,"43","Female","White","United States","United States","United States","English","No","Other"
"698e11ccb6e398a40babb95a","67dd40b531ab9c33ff61e98e","AWAITING REVIEW","Not Applicable","2026-02-12T17:45:48.683000Z","2026-02-12T18:11:27.025000Z",NA,"2026-02-12T18:11:27.396231Z",1539,"CWLQFHAM",2098,"35","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e11d2ac1768cf6ffa23e2","67e406244bfad9999a051c1e","AWAITING REVIEW","Not Applicable","2026-02-12T17:45:54.988000Z","2026-02-12T18:43:34.501000Z",NA,"2026-02-12T18:43:34.853785Z",3460,"CWLQFHAM",1608,"37","Female","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e12048c689ae4b40d8809","67dd4210d92f4c3aac8d944c","AWAITING REVIEW","Not Applicable","2026-02-12T17:46:44.313000Z","2026-02-12T18:51:27.643000Z",NA,"2026-02-12T18:51:28.000692Z",3884,"CWLQFHAM",1434,"34","Male","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e12164b2ebe3991641736","65055af809999c0ee7cee26d","AWAITING REVIEW","Not Applicable","2026-02-12T17:47:05.219000Z","2026-02-12T18:11:32.475000Z",NA,"2026-02-12T18:11:32.834547Z",1468,"CWLQFHAM",2837,"30","Female","Asian","United States","United States","United States","English","No","Full-Time"
"698e127a494a2226f83cd9ba","601848135aa9ba08c66cff6a","AWAITING REVIEW","Not Applicable","2026-02-12T17:48:46.265000Z","2026-02-12T18:09:50.080000Z",NA,"2026-02-12T18:09:50.449950Z",1264,"CWLQFHAM",5041,"46","Male","Black","United States","United States","United States","English","No","Full-Time"
"698e128699b7bbebe11a5fa9","5d23460ad4c57900192b129c","AWAITING REVIEW","Not Applicable","2026-02-12T17:49:03.222000Z","2026-02-12T18:09:46.487000Z",NA,"2026-02-12T18:09:46.836009Z",1244,"CWLQFHAM",8119,"38","Female","White","United States","United States","United States","English","No","Full-Time"
"698e128ae3afbd0280576507","62897d2024f826ea90b7efa1","AWAITING REVIEW","Not Applicable","2026-02-12T17:49:15.301000Z","2026-02-12T18:08:25.358000Z",NA,"2026-02-12T18:08:25.728676Z",1151,"CWLQFHAM",12501,"72","Female","White","United States","United States","United States","English","No","Part-Time"
"698e1307e469b76215585deb","655f8b959477c803eb906622","AWAITING REVIEW","Not Applicable","2026-02-12T17:52:01.997000Z","2026-02-12T18:11:48.140000Z",NA,"2026-02-12T18:11:48.477906Z",1187,"CWLQFHAM",1883,"22","Female","Asian","United Arab Emirates","United States","United States","Arabic","No","Unemployed (and job seeking)"
"698e135e35c7190233221494","60e37439f7c69f9e2d4466eb","AWAITING REVIEW","Not Applicable","2026-02-12T17:53:17.470000Z","2026-02-12T18:21:09.452000Z",NA,"2026-02-12T18:21:09.812236Z",1672,"CWLQFHAM",5698,"62","Female","Black","United States","United States","United States","English","No","Part-Time"
"698e155d0153ce2ac10e9c6a","63bcf141136313265f65eec9","AWAITING REVIEW","Not Applicable","2026-02-12T18:01:08.739000Z","2026-02-12T18:33:07.537000Z",NA,"2026-02-12T19:03:51.204511Z",1919,"CWLQFHAM",2471,"75","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
"698e15651585687f59e6c6fb","67e1da8a432675c0e850e8d1","AWAITING REVIEW","Not Applicable","2026-02-12T18:01:15.793000Z","2026-02-12T18:26:27.512000Z",NA,"2026-02-12T18:26:27.856942Z",1512,"CWLQFHAM",3287,"42","DATA_EXPIRED","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e158568c8f1a1d0ac7db5","615e1782e969d4939045c54f","AWAITING REVIEW","Not Applicable","2026-02-12T18:01:59.101000Z","2026-02-12T18:47:55.630000Z",NA,"2026-02-12T18:47:56.000703Z",2757,"CWLQFHAM",2376,"35","Male","Black","United States","United States","United States","English","DATA_EXPIRED","Full-Time"
"698e169d5d7161286f570011","659daa1ed4e13d6428103c1f","AWAITING REVIEW","Not Applicable","2026-02-12T18:06:47.939000Z","2026-02-12T18:24:22.696000Z",NA,"2026-02-12T18:24:23.047093Z",1055,"CWLQFHAM",8409,"61","Female","Asian","India","United States","United States","Hindi","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
"698e16ce1e6cadcfea3ad29f","66ac145b55e2055063cd4079","AWAITING REVIEW","Not Applicable","2026-02-12T18:07:18.092000Z","2026-02-12T18:53:21.830000Z",NA,"2026-02-12T18:53:22.193666Z",2764,"CWLQFHAM",1917,"79","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e175e8f26033e42c5ef7a","5fb9b9c1c62f408e51e09e32","AWAITING REVIEW","Not Applicable","2026-02-12T18:09:39.207000Z","2026-02-12T18:35:24.592000Z",NA,"2026-02-12T18:35:24.990811Z",1546,"CWLQFHAM",9961,"72","Female","White","United States","United States","United States","English","No","Part-Time"
"698e17df17c80273bf3b3790","66343f7910c04370761ae595","AWAITING REVIEW","Not Applicable","2026-02-12T18:11:43.410000Z","2026-02-12T18:36:48.585000Z",NA,"2026-02-12T18:36:48.925297Z",1506,"CWLQFHAM",2622,"62","Male","White","United States","United States","United States","English","DATA_EXPIRED","Full-Time"
"698e17e6359da9fae17449e9","66d6584b97d5a0cfa409a09b","AWAITING REVIEW","Not Applicable","2026-02-12T18:11:55.863000Z","2026-02-12T18:37:11.021000Z",NA,"2026-02-12T18:37:11.396265Z",1516,"CWLQFHAM",1878,"37","Female","White","United States","United States","United States","English","No","Full-Time"
"698e1834074f752c58e82ddd","5d4a36e8a61675000169036f","AWAITING REVIEW","Not Applicable","2026-02-12T18:13:23.460000Z","2026-02-12T18:36:13.590000Z",NA,"2026-02-12T18:36:14.013681Z",1371,"CWLQFHAM",8190,"41","Female","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e1840cc755c3dc1f31942","66e88979d6bb95675bfdd165","AWAITING REVIEW","Not Applicable","2026-02-12T18:13:24.914000Z","2026-02-12T18:43:15.498000Z",NA,"2026-02-12T18:43:15.858689Z",1791,"CWLQFHAM",2278,"54","Female","White","United States","United States","United States","English","No","Full-Time"
"698e18b40f595779705be68a","682c3f62f2680e9a67130379","AWAITING REVIEW","Not Applicable","2026-02-12T18:15:27.745000Z","2026-02-12T18:48:27.654000Z",NA,"2026-02-12T18:48:27.987189Z",1980,"CWLQFHAM",2681,"33","Male","White","United States","United States","United States","English","DATA_EXPIRED","Part-Time"
"698e1987315233065571198c","5cc5e72ce3c44e0015fdf990","AWAITING REVIEW","Not Applicable","2026-02-12T18:25:00.077000Z","2026-02-12T19:04:55.667000Z",NA,"2026-02-12T19:04:56.004894Z",2396,"CWLQFHAM",11754,"31","Male","White","United States","United States","United States","English","No","Full-Time"
"698e1a147c8d2bf21b7dcfb3","66c396ad1fd21de8d95c3921","AWAITING REVIEW","Not Applicable","2026-02-12T18:21:15.631000Z","2026-02-12T18:51:30.841000Z",NA,"2026-02-12T18:51:31.189843Z",1816,"CWLQFHAM",1428,"24","Male","Asian","United States","United States","United States","English","DATA_EXPIRED","Part-Time"
"698e1b16d321b3d66e565ad8","66afb09765f525abb800e628","AWAITING REVIEW","Not Applicable","2026-02-12T18:25:32.005000Z","2026-02-12T18:43:00.776000Z",NA,"2026-02-12T18:43:01.120679Z",1049,"CWLQFHAM",4366,"55","Male","White","United Kingdom","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
"698e1b6b19b1fa8a5aef5b56","653822a7bb1fae9976bb28a1","AWAITING REVIEW","Not Applicable","2026-02-12T18:26:57.547000Z","2026-02-12T18:46:17.140000Z",NA,"2026-02-12T18:46:17.480876Z",1160,"CWLQFHAM",6038,"54","Female","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"698e1c2108f2e06581e24203","674f22af21d6a0d92c657422","AWAITING REVIEW","Not Applicable","2026-02-12T18:29:57.175000Z","2026-02-12T18:48:11.366000Z",NA,"2026-02-12T18:48:11.757768Z",1095,"CWLQFHAM",3455,"56","Female","White","Poland","United States","United States","Polish","No","Full-Time"
"698e1c59bd6666cf84258d90","5f4a7a00dc1bde60ab8f7ac5","AWAITING REVIEW","Not Applicable","2026-02-12T18:30:49.515000Z","2026-02-12T18:53:09.402000Z",NA,"2026-02-12T18:53:09.770891Z",1340,"CWLQFHAM",17335,"31","Male","Asian","United States","United States","United States","English","No","Full-Time"
"698e1d64534d7aaa216e74ce","5bd0bb46a1b7c400019fb2ab","AWAITING REVIEW","Not Applicable","2026-02-12T18:35:19.095000Z","2026-02-12T19:02:39.656000Z",NA,"2026-02-12T19:02:40.019152Z",1641,"CWLQFHAM",247,"27","Male","White","United States","United States","United States","English","Yes","Unemployed (and job seeking)"
"698e1ddcdd6cdd9126ad1a27","664babd04754ce9f840d34ed","AWAITING REVIEW","Not Applicable","2026-02-12T18:37:27.900000Z","2026-02-12T18:56:42.478000Z",NA,"2026-02-12T18:56:42.835876Z",1155,"CWLQFHAM",437,"31","Female","White","United States","United States","United States","English","No","DATA_EXPIRED"
"698e1dde2e4db16f04514880","663a5d2dd34528e2a1de0e30","AWAITING REVIEW","Not Applicable","2026-02-12T18:37:21.124000Z","2026-02-12T19:00:12.576000Z",NA,"2026-02-12T19:00:12.948803Z",1372,"CWLQFHAM",512,"31","Female","White","United States","United States","United States","English","No","Full-Time"
"698e1f3e98b594e2846ab8b6","667d81a95170bdd075f74203","AWAITING REVIEW","Not Applicable","2026-02-12T18:43:15.882000Z","2026-02-12T19:05:54.413000Z",NA,"2026-02-12T19:05:54.739191Z",1359,"CWLQFHAM",3362,"49","Female","Black","United States","United States","United States","English","No","Full-Time"
"698e1facd30b8ec1d79ed741","583b397f54686200010f1d20","AWAITING REVIEW","Not Applicable","2026-02-12T18:45:04.496000Z","2026-02-12T19:04:41.769000Z",NA,"2026-02-12T19:04:42.122175Z",1178,"CWLQFHAM",17929,"54","Female","Black","United States","United States","United States","English","No","Full-Time"
"698e1fb24ce3622dfbf29fa2","558b20eefdf99b7dfdbac3c9","AWAITING REVIEW","Not Applicable","2026-02-12T18:45:17.611000Z","2026-02-12T19:02:50.612000Z",NA,"2026-02-12T19:02:50.985144Z",1054,"CWLQFHAM",3781,"65","Female","White","United States","United States","United States","English","No","Part-Time"
"698e203affe6848cd4add606","695be0b6d0888f46984fb1ca","AWAITING REVIEW","Not Applicable","2026-02-12T18:47:26.723000Z","2026-02-12T19:06:50.222000Z",NA,"2026-02-12T19:06:50.594606Z",1164,"CWLQFHAM",95,"20","Male","Mixed","United States","United States","United States","English","No","Unemployed (and job seeking)"
"698e208f9f5ed3c36d180a48","67cf0c70aa43b13b6168ecbf","AWAITING REVIEW","Not Applicable","2026-02-12T18:49:12.253000Z","2026-02-12T19:22:13.939000Z",NA,"2026-02-12T19:22:14.306333Z",1982,"CWLQFHAM",5018,"34","Female","White","United States","United States","United States","English","No","Part-Time"
"698e21908996525c2c6fb062","66ecc08c3776b48ca41138ac","AWAITING REVIEW","Not Applicable","2026-02-12T18:53:15.051000Z","2026-02-12T19:11:35.067000Z",NA,"2026-02-12T19:11:36.001343Z",1101,"CWLQFHAM",3372,"47","Female","White","United States","United States","United States","DATA_EXPIRED","DATA_EXPIRED","DATA_EXPIRED"
"698e219c7dc83a0efd421399","67ad56e3094fe82ba3d60ad2","AWAITING REVIEW","Not Applicable","2026-02-12T18:53:19.602000Z","2026-02-12T19:11:46.290000Z",NA,"2026-02-12T19:11:46.640379Z",1107,"CWLQFHAM",795,"49","Female","White","United States","United States","United States","English","No","Full-Time"
"698e21bd3ac87116fc3ba712","694553e6d56e27176c33daf0","AWAITING REVIEW","Not Applicable","2026-02-12T18:53:52.738000Z","2026-02-12T19:20:03.740000Z",NA,"2026-02-12T19:20:04.100540Z",1572,"CWLQFHAM",312,"29","Female","Mixed","United States","United States","United States","English","No","Full-Time"
"698e233caf9e25d0a98ea01c","6637fddf5464c05b3db40434","AWAITING REVIEW","Not Applicable","2026-02-12T19:00:12.880000Z","2026-02-12T19:32:07.017000Z",NA,"2026-02-12T19:32:07.398820Z",1915,"CWLQFHAM",2397,"43","Male","Black","United States","United States","United States","English","No","DATA_EXPIRED"
"698e23bcf9c3c2702380f163","63039610eb593962736bd104","AWAITING REVIEW","Not Applicable","2026-02-12T19:02:23.897000Z","2026-02-12T19:22:13.412000Z",NA,"2026-02-12T19:22:13.768736Z",1190,"CWLQFHAM",831,"44","Female","Mixed","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
"698e254288ae88af1043648c","67a8ef6331f586a361a8ec33","AWAITING REVIEW","Not Applicable","2026-02-12T19:09:19.919000Z","2026-02-12T19:32:33.825000Z",NA,"2026-02-12T19:32:34.147853Z",1394,"CWLQFHAM",5022,"60","Female","White","United States","United States","United States","English","Yes","Full-Time"
"698e263d533db53d969b4861","62c4dbae8fb1ff9cd93a3150","AWAITING REVIEW","Not Applicable","2026-02-12T19:13:04.779000Z","2026-02-12T19:30:39.279000Z",NA,"2026-02-12T19:30:39.658332Z",1055,"CWLQFHAM",9822,"43","Male","White","United States","United States","United States","English","DATA_EXPIRED","Full-Time"
"698e273a72ebbd3bc4cda7f4","608437f0b139060610c9f0c1","AWAITING REVIEW","Not Applicable","2026-02-12T19:17:18.040000Z","2026-02-12T19:39:37.498000Z",NA,"2026-02-12T19:39:37.854026Z",1340,"CWLQFHAM",9488,"83","Female","White","United States","United States","United States","English","No","DATA_EXPIRED"
"698e2999c7808d36a22fa2db","65c25e3de8b230c294f2b32c","AWAITING REVIEW","Not Applicable","2026-02-12T19:27:21.457000Z","2026-02-12T19:48:05.949000Z",NA,"2026-02-12T19:48:06.336414Z",1245,"CWLQFHAM",4030,"53","Female","White","United States","United States","United States","English","No","Full-Time"
"698e2a379e68ab166ff04e37","5dceca2541afe801a32e27ac","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:02.886000Z","2026-02-12T19:54:03.816000Z",NA,"2026-02-12T19:54:04.192044Z",1441,"CWLQFHAM",10144,"81","Female","Black","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
"698e2a4ef374a4204213cd69","6712acd49ca5448a6e983e6c","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:29.277000Z","2026-02-12T19:50:32.671000Z",NA,"2026-02-12T19:50:33.027209Z",1204,"CWLQFHAM",3875,"50","Male","Black","United States","United States","United States","English","No","Full-Time"
"698e2a50c2c33e4bec4d3cc8","61219fd8387ca59d07e0dc1c","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:30.036000Z","2026-02-12T19:54:23.667000Z",NA,"2026-02-12T19:54:24.060847Z",1434,"CWLQFHAM",8658,"57","Female","White","United States","United States","United States","English","No","Full-Time"
"698e2a56ad5cff59ff3364ed","6784cd4c648d7fe55ab2ff24","AWAITING REVIEW","Not Applicable","2026-02-12T19:31:38.221000Z","2026-02-12T20:08:13.464000Z",NA,"2026-02-12T20:08:13.827955Z",2196,"CWLQFHAM",1782,"64","Male","White","United States","United States","United States","English","No","Full-Time"
"698e2a64cc010d2cc333f9d7","671846c76953b192c9269992","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:49.018000Z","2026-02-12T19:50:27.868000Z",NA,"2026-02-12T19:50:28.206611Z",1179,"CWLQFHAM",3382,"36","Female","White","United States","United States","United States","English","No","Full-Time"
"698e2a6534a04e56aa3612b2","66ad3561c1e5c019916365fb","AWAITING REVIEW","Not Applicable","2026-02-12T19:37:09.473000Z","2026-02-12T20:06:32.645000Z",NA,"2026-02-12T20:06:33.263252Z",1764,"CWLQFHAM",2329,"51","Male","Black","United States","United States","United States","English","Yes","Unemployed (and job seeking)"
"698e2a66390ebd546739f213","5d88db42c1d06e001a1fdcab","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:58.838000Z","2026-02-12T19:48:32.375000Z",NA,"2026-02-12T19:48:32.758316Z",1054,"CWLQFHAM",20158,"51","Female","White","United States","United States","United States","English","No","Full-Time"
